company_id,company,dimension,prior,weight,rationale,status,source_ids
C094,Meta Platforms,ai_leverage,5,20,AI can improve recommendations and advertiser tools while lowering some production costs. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C094,Meta Platforms,feedback,5,15,"Audience access, engagement signals, content libraries and recommendation systems. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C094,Meta Platforms,testability,4,10,Use randomized recommendation and ad tests. Distinguish incremental conversion from attribution changes.,HYPOTHESIS,
C094,Meta Platforms,distribution,5,15,Audience distribution and advertising feedback. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C094,Meta Platforms,capture,4,20,"Distribution and measured outcomes may support monetization, but abundant content can erode creative scarcity and trust. Company-specific risk: Ad saturation, privacy and growing compute costs.",HYPOTHESIS,
C095,Netflix,asset,4,20,Audience relationships and viewing feedback. Verify exclusivity and practical reuse.,HYPOTHESIS,
C095,Netflix,ai_leverage,4,20,AI can improve recommendations and advertiser tools while lowering some production costs. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C095,Netflix,feedback,4,15,"Audience access, engagement signals, content libraries and recommendation systems. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C095,Netflix,testability,4,10,Use randomized recommendation and ad tests. Distinguish incremental conversion from attribution changes.,HYPOTHESIS,
C095,Netflix,distribution,5,15,Audience relationships and viewing feedback. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C095,Netflix,capture,4,20,"Distribution and measured outcomes may support monetization, but abundant content can erode creative scarcity and trust. Company-specific risk: Content economics and creative quality dominate recommendation gains.",HYPOTHESIS,
C096,Shell,asset,4,20,"Energy assets, subsurface knowledge and operating history. Verify exclusivity and practical reuse.",HYPOTHESIS,
C096,Shell,ai_leverage,3,20,"AI can improve reservoir interpretation, drilling decisions and predictive maintenance. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C096,Shell,feedback,4,15,"Subsurface records, engineering workflows, operating assets and customer deployment channels. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C096,Shell,testability,3,10,Compare wells by basin and design and normalize commodity prices and operational exposure.,HYPOTHESIS,
C096,Shell,distribution,5,15,"Energy assets, subsurface knowledge and operating history. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C096,Shell,capture,3,20,"Resource ownership and differentiated services can retain some gains, subject to commodity cycles and contract repricing. Company-specific risk: Commodity prices and capital allocation dominate outcomes.",HYPOTHESIS,
C097,SLB,asset,4,20,Subsurface workflows and energy-service relationships. Verify exclusivity and practical reuse.,HYPOTHESIS,
C097,SLB,ai_leverage,4,20,"AI can improve reservoir interpretation, drilling decisions and predictive maintenance. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C097,SLB,feedback,4,15,"Subsurface records, engineering workflows, operating assets and customer deployment channels. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C097,SLB,testability,3,10,Compare wells by basin and design and normalize commodity prices and operational exposure.,HYPOTHESIS,
C097,SLB,distribution,5,15,Subsurface workflows and energy-service relationships. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C097,SLB,capture,4,20,"Resource ownership and differentiated services can retain some gains, subject to commodity cycles and contract repricing. Company-specific risk: Customers may retain AI savings through contract repricing.",HYPOTHESIS,
C098,Iberdrola,asset,4,20,"Grid, renewable assets and operating data. Verify exclusivity and practical reuse.",HYPOTHESIS,
C098,Iberdrola,ai_leverage,3,20,"AI can improve load forecasting, maintenance and dispatch or leakage management. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C098,Iberdrola,feedback,4,15,"Grid or network telemetry, physical assets and local service obligations. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C098,Iberdrola,testability,3,10,Compare service territories and asset cohorts. Model the actual regulatory sharing mechanism separately from AI load demand.,HYPOTHESIS,
C098,Iberdrola,distribution,5,15,"Grid, renewable assets and operating data. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C098,Iberdrola,capture,2,20,Incentive regulation or merchant exposure may retain gains. Allowed returns and rate reviews can transfer them to consumers. Company-specific risk: Regulatory sharing and capital requirements limit retained gains.,HYPOTHESIS,
C099,Prologis,asset,3,20,Logistics property locations and tenant relationships. Verify exclusivity and practical reuse.,HYPOTHESIS,
C099,Prologis,ai_leverage,3,20,"AI can improve maintenance, leasing support and energy management. Data-center rent growth is an AI-demand thesis with different economics. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C099,Prologis,feedback,3,15,"Locations, tenant relationships, building systems and operating scale. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C099,Prologis,testability,3,10,Compare matched properties under identical lease structures. Separate rental market changes from technology effects.,HYPOTHESIS,
C099,Prologis,distribution,5,15,Logistics property locations and tenant relationships. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C099,Prologis,capture,2,20,Lease structure determines who keeps operating savings. Strong locations can support occupancy but do not guarantee an AI moat. Company-specific risk: Lease structure can transfer energy savings to tenants.,HYPOTHESIS,
C100,CBRE Group,asset,4,20,Facilities workflows and property-service relationships. Verify exclusivity and practical reuse.,HYPOTHESIS,S13
C100,CBRE Group,ai_leverage,3,20,"AI can improve building operations, valuation support and service delivery using property-specific context. Incremental financial materiality remains unmeasured.",HYPOTHESIS,S13
C100,CBRE Group,feedback,4,15,"Transaction observations, facilities operations and client workflows. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S13
C100,CBRE Group,testability,4,10,Use matched managed buildings and service contracts. Separate property transaction cycles from recurring service productivity.,HYPOTHESIS,S13
C100,CBRE Group,distribution,5,15,Facilities workflows and property-service relationships. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,S13
C100,CBRE Group,capture,3,20,"Recurring facilities contracts and workflow integration may retain savings, but client-owned data and fee competition constrain capture. Company-specific risk: Client data rights and property cycles obscure AI profit.",HYPOTHESIS,S13
